 0.000000e+00  1.123431e+01  0.000000e+00  5.106274e-04  0.000000e+00  5.106274e-04 
 4.000000e-11  1.123431e+01  4.000000e-11  5.106274e-04  4.000000e-11  5.106274e-04 
 8.000000e-11  1.123431e+01  8.000000e-11  5.106274e-04  8.000000e-11  5.106274e-04 
 1.600000e-10  1.123431e+01  1.600000e-10  5.106274e-04  1.600000e-10  5.106274e-04 
 3.200000e-10  1.123431e+01  3.200000e-10  5.106274e-04  3.200000e-10  5.106274e-04 
 6.400000e-10  1.123431e+01  6.400000e-10  5.106274e-04  6.400000e-10  5.106274e-04 
 1.280000e-09  1.123431e+01  1.280000e-09  5.106274e-04  1.280000e-09  5.106274e-04 
 2.560000e-09  1.123431e+01  2.560000e-09  5.106274e-04  2.560000e-09  5.106274e-04 
 3.799107e-09  1.123431e+01  3.799107e-09  5.281368e-04  3.799107e-09  1.207289e+01 
 4.000000e-09  1.123432e+01  4.000000e-09  5.338307e-04  4.000000e-09  1.214706e+01 
 4.041758e-09  1.123432e+01  4.041758e-09  5.350164e-04  4.041758e-09  1.213351e+01 
 4.125274e-09  1.123432e+01  4.125274e-09  5.373864e-04  4.125274e-09  1.211827e+01 
 4.292306e-09  1.123432e+01  4.292306e-09  5.421249e-04  4.292306e-09  1.212516e+01 
 4.581768e-09  1.123432e+01  4.581768e-09  5.503374e-04  4.581768e-09  1.212117e+01 
 4.878010e-09  1.123432e+01  4.878010e-09  5.587393e-04  4.878010e-09  1.211582e+01 
 5.470494e-09  1.123432e+01  5.470494e-09  5.755417e-04  5.470494e-09  1.211925e+01 
 6.655461e-09  1.123432e+01  6.655461e-09  6.091480e-04  6.655461e-09  1.211689e+01 
 8.286015e-09  1.123432e+01  8.286015e-09  6.553884e-04  8.286015e-09  1.211770e+01 
 1.154712e-08  1.123433e+01  1.154712e-08  7.478657e-04  1.154712e-08  1.211607e+01 
 1.806933e-08  1.123434e+01  1.806933e-08  9.328189e-04  1.806933e-08  1.211777e+01 
 3.111376e-08  1.123436e+01  3.111376e-08  1.302720e-03  3.111376e-08  1.211625e+01 
 5.720262e-08  1.123441e+01  5.720262e-08  2.042491e-03  5.720262e-08  1.211780e+01 
 1.093803e-07  1.123449e+01  1.093803e-07  3.521909e-03  1.093803e-07  1.211633e+01 
 2.137357e-07  1.123467e+01  2.137357e-07  6.480261e-03  2.137357e-07  1.211803e+01 
 4.224466e-07  1.123503e+01  4.224466e-07  1.239503e-02  4.224466e-07  1.211681e+01 
 8.398682e-07  1.123574e+01  8.398682e-07  2.421682e-02  8.398682e-07  1.211897e+01 
 1.674712e-06  1.123716e+01  1.674712e-06  4.782947e-02  1.674712e-06  1.211867e+01 
 2.674712e-06  1.123886e+01  2.674712e-06  7.605906e-02  2.674712e-06  1.212161e+01 
 3.674712e-06  1.124056e+01  3.674712e-06  1.042295e-01  3.674712e-06  1.212153e+01 
 4.674712e-06  1.124226e+01  4.674712e-06  1.323411e-01  4.674712e-06  1.212459e+01 
 5.674712e-06  1.124396e+01  5.674712e-06  1.603940e-01  5.674712e-06  1.212451e+01 
 6.674712e-06  1.124566e+01  6.674712e-06  1.883883e-01  6.674712e-06  1.212758e+01 
 7.674712e-06  1.124736e+01  7.674712e-06  2.163242e-01  7.674712e-06  1.212750e+01 
 8.674712e-06  1.124906e+01  8.674712e-06  2.442016e-01  8.674712e-06  1.213057e+01 
 9.674712e-06  1.125076e+01  9.674712e-06  2.720209e-01  9.674712e-06  1.213048e+01 
 1.067471e-05  1.125246e+01  1.067471e-05  2.997821e-01  1.067471e-05  1.213356e+01 
 1.167471e-05  1.125416e+01  1.167471e-05  3.274854e-01  1.167471e-05  1.213346e+01 
 1.267471e-05  1.125586e+01  1.267471e-05  3.551308e-01  1.267471e-05  1.213655e+01 
 1.367471e-05  1.125756e+01  1.367471e-05  3.827185e-01  1.367471e-05  1.213644e+01 
 1.467471e-05  1.125926e+01  1.467471e-05  4.102487e-01  1.467471e-05  1.213954e+01 
 1.567471e-05  1.126096e+01  1.567471e-05  4.377214e-01  1.567471e-05  1.213942e+01 
 1.667471e-05  1.126266e+01  1.667471e-05  4.651367e-01  1.667471e-05  1.214253e+01 
